time,device_id,device_name,capability,attribute,current_value,is_changed,is_attack,Orignal Value
2019-04-22 10:40:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 10:45:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 10:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 10:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 10:50:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 10:52:34,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,temperatureMeasurement,temperature,69,TRUE,0,69
2019-04-22 10:55:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:00:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:03:50,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,temperatureMeasurement,temperature,70,TRUE,0,70
2019-04-22 11:05:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:10:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:15:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:20:07,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:25:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:30:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:35:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:40:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:45:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:50:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 11:55:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:00:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:05:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:10:08,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:15:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:20:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:23:34,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,temperatureMeasurement,temperature,71,TRUE,0,71
2019-04-22 12:25:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:30:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:32:32,f4ca5f3b-9f9f-45eb-8014-04a4ee262ec5,Blase's Smartphone,presenceSensor,presence,present,TRUE,0,present
2019-04-22 12:32:32,f4ca5f3b-9f9f-45eb-8014-04a4ee262ec5,Blase's Smartphone,occupancySensor,occupancy,occupied,TRUE,0,occupied
2019-04-22 12:35:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:40:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:45:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:50:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 12:55:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:00:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:05:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:10:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:15:07,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:20:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:25:07,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:30:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:35:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:40:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:43:18,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,temperatureMeasurement,temperature,72,TRUE,0,72
2019-04-22 13:45:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:50:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 13:55:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:00:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:05:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:10:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:15:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:20:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:25:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:30:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:35:07,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:40:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:45:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:45:30,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:50:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:55:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 14:56:27,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,temperatureMeasurement,temperature,70,TRUE,0,70
2019-04-22 15:00:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:05:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:10:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:15:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:20:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:25:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:30:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:35:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:40:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:45:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:50:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 15:55:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:00:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:04:03,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,contactSensor,contact,open,TRUE,0,open
2019-04-22 16:04:08,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:04:10,392d8dad-2048-4429-a246-f73d430e1661,Hue lightstrip plus 1,switch,switch,on,TRUE,0,on
2019-04-22 16:04:10,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,switch,switch,on,TRUE,0,on
2019-04-22 16:04:10,a72209f0-4028-4c38-9634-daa69e9e6e41,Round lamp 1,switch,switch,on,TRUE,0,on
2019-04-22 16:04:10,2d29fe34-e7eb-419c-a48e-859a01896761,Hue lightstrip plus 2,switch,switch,on,TRUE,0,on
2019-04-22 16:04:10,a60b29b9-4e30-4e35-80fd-38d430dc06a7,Hue ambiance lamp 1,switch,switch,on,TRUE,0,on
2019-04-22 16:04:10,053e83ae-552b-4a64-9b2f-53ab6a7e5b5e,Hue ambiance lamp 2,switch,switch,on,TRUE,0,on
2019-04-22 16:04:10,3049ef50-8bde-45de-bbfb-ac4543fa57d4,Hue bloom 1,switch,switch,on,TRUE,0,on
2019-04-22 16:04:59,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:05:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:06:11,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:06:38,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:07:19,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:07:34,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:10:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:15:07,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:20:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:25:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:25:06,053e83ae-552b-4a64-9b2f-53ab6a7e5b5e,Hue ambiance lamp 2,healthCheck,DeviceWatch-DeviceStatus,offline,TRUE,0,offline
2019-04-22 16:26:03,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,temperatureMeasurement,temperature,71,TRUE,0,71
2019-04-22 16:30:07,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:31:08,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:31:23,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:32:46,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,temperatureMeasurement,temperature,73,TRUE,0,73
2019-04-22 16:35:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:35:41,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:36:16,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:36:47,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:37:03,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:37:38,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:37:53,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:38:04,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:38:38,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:38:38,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,accelerationSensor,acceleration,active,TRUE,0,active
2019-04-22 16:38:38,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,contactSensor,contact,closed,TRUE,0,closed
2019-04-22 16:38:39,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:38:41,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:38:41,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:38:50,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:38:51,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,accelerationSensor,acceleration,inactive,TRUE,0,inactive
2019-04-22 16:40:07,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:43:57,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,contactSensor,contact,closed,TRUE,1,open
2019-04-22 16:44:03,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:44:42,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:44:49,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:45:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:45:07,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:45:45,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 16:45:59,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:45:59,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,contactSensor,contact,closed,TRUE,0,closed
2019-04-22 16:45:59,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,accelerationSensor,acceleration,active,TRUE,0,active
2019-04-22 16:46:00,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:46:03,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:46:03,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,threeAxis,threeAxis,Array,TRUE,0,Array
2019-04-22 16:46:09,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 16:46:12,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,accelerationSensor,acceleration,inactive,TRUE,0,inactive
2019-04-22 16:50:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 16:55:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 17:00:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 17:05:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 17:09:30,98a0ad45-fdb9-4688-a838-e8830a564cfa,Door contact sensor,contactSensor,contact,open,TRUE,0,open
2019-04-22 17:09:34,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:10:00,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:10:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 17:13:03,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:13:19,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:13:21,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:13:39,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:13:40,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:13:55,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:14:27,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:14:42,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:15:06,b62dc8ba-dff1-493c-b70a-267b4a2a7013,Square lamp 1,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 17:15:31,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:15:46,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:17:33,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:17:47,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 17:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,0,online
2019-04-22 17:18:43,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:19:06,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
2019-04-22 17:19:47,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,0,active
2019-04-22 17:20:02,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,0,inactive
