time,device_id,device_name,capability,attribute,current_value,is_changed,is_attack,Orignal Value
2019-06-05 14:18:33,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
2019-06-05 14:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,,online
2019-06-05 14:18:40,e9916142-d9fd-4c26-9650-520220ab84b2,Kettle,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,,online
2019-06-05 14:18:48,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,,inactive
2019-06-05 14:19:08,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
2019-06-05 14:19:23,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,,inactive
2019-06-05 14:19:50,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
2019-06-05 14:20:18,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,,inactive
2019-06-05 14:23:34,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
2019-06-05 14:23:53,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,,inactive
2019-06-05 14:23:58,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
2019-06-05 14:24:16,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,,inactive
2019-06-05 14:24:39,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
2019-06-05 14:25:20,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,temperatureMeasurement,temperature,73,TRUE,,73
2019-06-05 14:26:00,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,,inactive
2019-06-05 14:28:12,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
2019-06-05 14:28:29,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,inactive,TRUE,,inactive
2019-06-05 14:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,,online
2019-06-05 14:45:28,fd204ba2-162c-40d8-a873-6aa121db7434,Lamp,healthCheck,DeviceWatch-DeviceStatus,online,TRUE,,online
2019-06-05 14:50:20,61f70bf5-9cb6-405b-bf1c-c877a156b5f2,Unknown,motionSensor,motion,active,TRUE,,active
